Chr	start	end	strand
Chr4	5224952	5226125	-
Chr4	5951790	5952036	-
Chr4	1199926	1200002	-
Chr4	1925064	1930925	+
Chr4	4866356	4866678	+
Chr4	5490950	5491270	-
Chr4	7438812	7439134	+
Chr4	2198165	2203993	-
Chr4	4406107	4406532	-
Chr4	4407852	4410665	+
Chr4	3916823	3919636	-
Chr4	8294944	8296098	+
Chr4	6756591	6757742	+
Chr4	13913181	13913502	-
Chr4	5683901	5697847	-
Chr4	6906531	6906766	+
Chr4	9054759	9055083	+
Chr4	10249511	10250659	+
Chr4	3140180	3142994	-
Chr4	4084173	4084494	-
Chr4	6426618	6427761	-
Chr4	11631290	11631613	+
Chr4	1862824	1862847	+
Chr4	4145360	4145556	-
Chr4	2082878	2082909	+
Chr4	2097618	2097855	+
Chr4	1786519	1789320	+
Chr4	7011697	7012856	-
Chr4	3236605	3236922	-
Chr4	18582651	18582968	-
Chr4	4994552	4994597	-
Chr4	2969104	2971882	-
Chr4	4717036	4718197	+
Chr4	7067287	7067605	-
Chr4	2527506	2530307	-
Chr4	9088256	9089414	+
Chr4	5835508	5835597	-
Chr4	7560579	7560900	+
Chr4	2824510	2824829	-
Chr4	4450281	4456162	+
Chr4	10541505	10544314	+
Chr4	4997991	4999145	-
Chr4	5732659	5732979	+
Chr4	7195173	7195373	-
Chr4	2340550	2340761	-
Chr4	11820547	11823366	-
Chr4	9795617	9795643	-
Chr4	7652386	7653562	+
Chr4	4801849	4802152	-
Chr4	8786101	8786406	+
Chr4	1233641	1234831	+
Chr4	17785908	17786211	-
Chr4	7437502	7437847	+
Chr4	4255638	4256825	+
Chr4	10537877	10538181	+
Chr4	5933675	5934828	-
Chr4	14919473	14919775	-
Chr4	5391542	5391703	+
Chr4	4956561	4957744	+
Chr4	7432013	7432320	+
Chr4	3333168	3334351	-
Chr4	2814432	2814737	-
Chr4	6111164	6111702	+
Chr4	5437217	5438404	+
Chr4	601676	601980	-
Chr4	15595557	15595861	-
Chr4	7294437	7294727	+
Chr4	7155786	7155880	+
Chr4	3438018	3439212	+
Chr4	6554673	6554976	+
Chr4	8195784	8196086	+
Chr4	927153	927453	-
Chr4	15013672	15014864	-
Chr4	6410467	6410769	+
Chr4	451491	451792	+
Chr4	4319630	4320821	-
Chr4	5905482	5908220	-
Chr4	17501120	17502316	+
Chr4	6596736	6597036	-
Chr4	5889686	5889988	+
Chr4	3188855	3190047	+
Chr4	5326461	5331583	+
Chr4	10171522	10171823	-
Chr4	9726938	9727239	-
Chr4	6193943	6194167	+
Chr4	10999494	10999795	-
Chr4	3202313	3203503	-
Chr4	2431855	2432158	+
Chr4	5872384	5872686	+
Chr4	4993126	4993186	+
Chr4	5019419	5019701	+
Chr4	4087091	4088276	+
Chr4	10632378	10632472	-
Chr4	7571824	7573003	+
Chr4	1857647	1857958	+
Chr4	6017169	6017478	-
Chr4	11176895	11177204	-
Chr4	14305236	14305545	-
Chr4	4317102	4317157	-
Chr4	4024290	4025213	-
Chr4	3606798	3611658	-
Chr4	4499894	4501785	+
Chr4	7853799	7853845	+
Chr4	6570418	6570728	-
Chr4	17470738	17471049	-
Chr4	7470758	7471932	-
Chr4	3911077	3913861	+
Chr4	5360719	5361032	+
Chr4	5801379	5801690	-
Chr4	16377630	16378807	-
Chr4	3245685	3245990	-
Chr4	4919906	4922255	-
Chr4	14978036	14979213	-
Chr4	3491402	3491713	+
Chr4	1999042	2000222	+
Chr4	7909653	7910831	-
Chr4	3784416	3794425	+
Chr4	3011339	3012221	+
Chr4	1624721	1625905	+
Chr4	10736085	10738857	+
Chr4	2095093	2095400	+
Chr4	15848569	15849754	+
Chr4	5109993	5110278	+
Chr4	4613297	4613475	+
Chr4	3291164	3291323	-
Chr4	6494251	6494558	-
Chr4	1644067	1645245	-
Chr4	12698190	12698364	+
Chr4	2346633	2346943	+
Chr4	3348882	3349187	-
Chr4	2810452	2810760	-
Chr4	7843868	7844589	-
Chr4	2612955	2613053	-
Chr4	14336805	14337112	-
Chr4	5520207	5536230	-
Chr4	11370919	11370988	+
Chr4	9948534	9948856	-
Chr4	7265942	7266266	+
Chr4	6125913	6126255	+
Chr4	8597752	8598870	+
Chr4	6142462	6142597	-
Chr4	272508	272848	-
Chr4	6670018	6671136	+
Chr4	1651634	1651974	-
Chr4	12561463	12561805	+
Chr4	4642708	4643048	-
Chr4	5345367	5345493	-
Chr4	4931835	4933251	-
Chr4	1804760	1807656	+
Chr4	2690339	2690684	+
Chr4	17721275	17721619	+
Chr4	5621794	5627464	+
Chr4	5242433	5242777	+
Chr4	5938885	5939226	-
Chr4	6674535	6674876	-
Chr4	7827675	7827757	+
Chr4	7852686	7853798	-
Chr4	1199685	1199925	+
Chr4	7167544	7167568	+
Chr4	16378808	16378846	+
Chr4	12820985	12821320	-
Chr4	13232246	13232581	-
Chr4	6349187	6350310	+
Chr4	8063241	8063573	+
Chr4	1760892	1761188	+
Chr4	13523859	13524982	+
Chr4	7837998	7838332	-
Chr4	6933596	6933717	+
Chr4	4448712	4448932	+
Chr4	4431120	4431458	+
Chr4	5932446	5932548	-
Chr4	8901451	8907132	-
Chr4	6404847	6405186	+
Chr4	5443805	5443907	-
Chr4	12011231	12012341	-
Chr4	4375263	4375377	+
Chr4	6555519	6556639	+
Chr4	4359957	4360293	-
Chr4	628268	628604	-
Chr4	15547813	15548149	-
Chr4	2858412	2858719	+
Chr4	9438196	9438541	+
Chr4	417305	418414	-
Chr4	6157261	6157520	-
Chr4	2165974	2166321	-
Chr4	6082398	6083488	-
Chr4	2774326	2774675	+
Chr4	2875956	2876305	+
Chr4	9192556	9193660	+
Chr4	1956612	1957712	+
Chr4	1747549	1747895	-
Chr4	7687714	7688589	+
Chr4	3987766	3997945	-
Chr4	4467248	4480850	-
Chr4	9011845	9012163	-
Chr4	4352259	4352605	-
Chr4	1874028	1875724	+
Chr4	8773097	8773445	-
Chr4	433910	434258	-
Chr4	6179241	6179590	+
Chr4	5331981	5332208	-
Chr4	588882	588967	+
Chr4	7224076	7225182	+
Chr4	10647308	10647656	+
Chr4	375723	376002	+
Chr4	7929488	7930596	-
Chr4	1624321	1635706	+
Chr4	1642972	1644066	+
Chr4	14196469	14196590	-
Chr4	7716399	7717510	+
Chr4	3583811	3584157	+
Chr4	6357355	6357663	-
Chr4	15506161	15506506	+
Chr4	2258298	2258644	+
Chr4	6467401	6473067	+
Chr4	3393419	3393452	+
Chr4	9840609	9840807	-
Chr4	7058638	7058984	-
Chr4	6824820	6825925	-
Chr4	5739188	5739489	-
Chr4	7154677	7155785	+
Chr4	2653973	2654319	+
Chr4	1635757	1635895	-
Chr4	9284435	9284782	+
Chr4	5743654	5744763	+
Chr4	5932549	5933674	-
Chr4	2296596	2296929	-
Chr4	5321459	5321792	-
Chr4	7178778	7179106	+
Chr4	5733755	5734892	+
Chr4	8563707	8564032	-
Chr4	11233608	11233803	-
Chr4	184375	185512	+
Chr4	1380893	1381221	+
Chr4	3185986	3188829	+
Chr4	16424112	16424439	+
Chr4	9902562	9903700	+
Chr4	5430631	5431765	-
Chr4	7896264	7897400	+
Chr4	1684461	1684510	-
Chr4	661841	662975	+
Chr4	11377320	11377627	+
Chr4	15442208	15442522	+
Chr4	3519593	3519815	+
Chr4	6908380	6911229	-
Chr4	415520	415848	+
Chr4	4974449	4974777	+
Chr4	6279962	6280286	-
Chr4	1815742	1816882	+
Chr4	554021	554347	+
Chr4	5226997	5227320	-
Chr4	11922051	11922374	-
Chr4	9794407	9794730	-
Chr4	11382082	11382407	+
Chr4	1615351	1618157	+
Chr4	16556115	16556438	-
Chr4	1866284	1866608	+
Chr4	3344829	3354743	-
Chr4	2413522	2414666	-
Chr4	4696721	4697044	-
Chr4	2426930	2427255	+
Chr4	6019558	6019884	+
Chr4	4920159	4921301	-
Chr4	5363249	5363575	+
Chr4	1349025	1351883	+
Chr4	10801972	10802296	-
Chr4	7897401	7897672	+
Chr4	12070842	12071985	-
Chr4	3669455	3670598	-
Chr4	10102365	10102691	+
Chr4	6141329	6142461	-
Chr4	7270620	7270948	-
Chr4	5013613	5013679	-
Chr4	3030445	3033315	+
Chr4	3896727	3897856	+
Chr4	2040097	2040431	+
Chr4	4844739	4845073	+
Chr4	1886230	1887357	-
Chr4	742358	742428	-
Chr4	4924243	4931834	-
Chr4	3431701	3443038	+
Chr4	16054514	16055641	-
Chr4	7743954	7744288	+
Chr4	7405045	7405111	+
Chr4	5321414	5321458	+
Chr4	5334750	5335083	-
Chr4	6933718	6934846	+
Chr4	8869242	8869573	-
Chr4	7827854	7828980	-
Chr4	6253064	6253243	+
Chr4	3111558	3111874	+
Chr4	4670477	4676290	+
Chr4	7114399	7114733	+
Chr4	4035340	4045318	+
Chr4	3673439	3674567	-
Chr4	4889647	4889979	+
Chr4	5318716	5319045	-
Chr4	3404011	3405142	-
Chr4	3646810	3646845	-
Chr4	5794055	5794385	+
Chr4	5088686	5089818	-
Chr4	2614761	2615092	+
Chr4	4715793	4719816	-
Chr4	6479409	6479737	-
Chr4	4045619	4046750	+
Chr4	7869863	7870192	-
Chr4	6242650	6242827	-
Chr4	5060675	5063536	-
Chr4	473914	474244	-
Chr4	14391018	14391063	+
Chr4	3784081	3784413	+
Chr4	4850225	4851354	-
Chr4	11370470	11370800	-
Chr4	4086409	4086739	-
Chr4	4751596	4757325	-
Chr4	4639276	4639607	+
Chr4	6911516	6912710	-
Chr4	3233083	3233382	-
Chr4	3392812	3392837	-
Chr4	4904293	4904712	+
Chr4	5560079	5560346	-
Chr4	5783470	5783739	+
Chr4	12949517	12949724	+
Chr4	3597265	3603698	+
Chr4	4947739	4947931	-
Chr4	2296030	2296296	-
Chr4	5673996	5676613	+
Chr4	9921688	9922953	+
Chr4	3670668	3670935	-
Chr4	4696302	4699594	-
Chr4	9147274	9147294	+
Chr4	9601931	9602203	+
Chr4	3156471	3157716	-
Chr4	14031146	14031414	-
Chr4	4664040	4667497	-
Chr4	7300396	7301656	-
Chr4	18532384	18533642	+
Chr4	2266101	2267356	-
Chr4	2496609	2496850	-
Chr4	5271738	5273005	+
Chr4	4307429	4307636	+
Chr4	3427893	3429832	+
Chr4	2265834	2266100	+
Chr4	8777879	8778131	-
Chr4	3902306	3903578	+
Chr4	2471350	2471615	+
Chr4	17451148	17451378	+
Chr4	3112299	3113570	-
Chr4	4882852	4883113	+
Chr4	7592890	7592958	-
Chr4	6253601	6253663	-
Chr4	14684522	14684787	-
Chr4	13871405	13871673	+
Chr4	8753529	8753797	+
Chr4	6681845	6682111	-
Chr4	5630039	5630310	+
Chr4	5423421	5423687	-
Chr4	5937043	5937270	-
Chr4	3395561	3401983	-
Chr4	6405187	6406457	+
Chr4	2800706	2800877	-
Chr4	5281845	5281902	+
Chr4	3102059	3103313	+
Chr4	929457	929726	-
Chr4	4155603	4158054	-
Chr4	5292981	5294223	-
Chr4	6091271	6091546	+
Chr4	4163937	4164140	-
Chr4	8633209	8634456	+
Chr4	2531387	2531480	-
Chr4	2994203	2994475	-
Chr4	4617517	4617792	+
Chr4	17843110	17844358	+
Chr4	17654771	17656015	+
Chr4	1280596	1283240	+
Chr4	5332329	5333572	+
Chr4	2051101	2051377	+
Chr4	2422124	2422382	+
Chr4	4649582	4650820	-
Chr4	6788454	6788728	-
Chr4	1663630	1663905	+
Chr4	3697525	3703860	+
Chr4	6995629	6995903	-
Chr4	7100266	7100538	-
Chr4	10276291	10276562	-
Chr4	7236693	7237941	+
Chr4	7032282	7032552	-
Chr4	4431461	4434093	+
Chr4	3374658	3374712	+
Chr4	4501786	4501819	+
Chr4	3719266	3719535	-
Chr4	6360805	6362056	-
Chr4	3241788	3244702	-
Chr4	6311352	6311449	-
Chr4	1047706	1047926	-
Chr4	9401723	9401995	+
Chr4	7230568	7231820	+
Chr4	2848208	2849456	+
Chr4	2149586	2149858	-
Chr4	5504353	5504625	-
Chr4	6754327	6754596	-
Chr4	4143607	4143845	-
Chr4	13329804	13331052	-
Chr4	15564460	15564731	-
Chr4	6701135	6701406	-
Chr4	683045	685680	+
Chr4	13945905	13946170	+
Chr4	4537296	4537405	+
Chr4	15397472	15397737	+
Chr4	14163524	14163660	+
Chr4	425197	425452	-
Chr4	67744	67765	+
Chr4	5144779	5145016	+
Chr4	5682693	5682813	-
Chr4	5353448	5354739	-
Chr4	5110652	5116412	+
Chr4	66450	67743	-
Chr4	8733466	8733554	-
Chr4	6333216	6333471	-
Chr4	6045096	6046389	+
Chr4	5867300	5868589	+
Chr4	5342389	5342646	-
Chr4	4199535	4199793	+
Chr4	638758	638952	-
Chr4	5952037	5961596	-
Chr4	5964192	5964448	-
Chr4	4051038	4053615	+
Chr4	4806031	4807322	+
Chr4	3383627	3383819	+
Chr4	2102495	2102600	+
Chr4	2663476	2663732	+
Chr4	10792628	10793932	-
Chr4	860921	864078	-
Chr4	7251895	7253199	-
Chr4	8564948	8565038	-
Chr4	1434014	1434266	-
Chr4	954224	954479	+
Chr4	468742	468996	+
Chr4	11380588	11380642	+
Chr4	4403538	4406106	-
Chr4	3344844	3346143	-
Chr4	11082078	11082321	-
Chr4	867788	868042	-
Chr4	18256956	18257212	+
Chr4	5567759	5567793	-
Chr4	3731151	3731235	-
Chr4	5382063	5382083	-
Chr4	8063574	8066146	+
Chr4	6824756	6824819	+
Chr4	4015817	4016015	+
Chr4	9522668	9523966	-
Chr4	1010110	1011398	+
Chr4	1459720	1462422	+
Chr4	3430418	3431700	-
Chr4	12607054	12607310	+
Chr4	4830280	4836765	+
Chr4	9034171	9034434	+
Chr4	11963494	11963755	-
Chr4	8802505	8803782	+
Chr4	2620751	2623348	-
Chr4	14811272	14811534	+
Chr4	11360457	11360718	+
Chr4	8842096	8842130	-
Chr4	11525187	11525451	+
Chr4	5908985	5909222	-
Chr4	6343722	6343986	+
Chr4	4603768	4603793	+
Chr4	4084030	4084172	-
Chr4	16469736	16471017	+
Chr4	8326718	8326980	-
Chr4	559339	559603	+
Chr4	3907466	3908742	+
Chr4	4805931	4806030	+
Chr4	5496218	5496482	+
Chr4	6167507	6167603	+
Chr4	5858001	5858032	-
Chr4	9079693	9079953	-
Chr4	2051378	2052662	+
Chr4	3325628	3326910	-
Chr4	2487297	2487557	+
Chr4	5898383	5898641	-
Chr4	11103735	11105019	+
Chr4	4601200	4603767	+
Chr4	13624507	13624767	+
Chr4	17656016	17656276	+
Chr4	4879721	4879971	+
Chr4	4821053	4822319	-
Chr4	11823367	11823389	-
Chr4	5013681	5016267	-
Chr4	9035261	9035522	+
Chr4	9687709	9688988	-
Chr4	5875298	5875329	-
Chr4	4925355	4926635	-
Chr4	3361492	3361520	+
Chr4	11887632	11887891	-
Chr4	12462736	12462996	+
Chr4	3836518	3836662	+
Chr4	30987	32299	+
Chr4	13374710	13374986	+
Chr4	2349132	2349409	+
Chr4	7216831	7216861	-
Chr4	10540335	10540603	+
Chr4	3220028	3221234	-
Chr4	5861913	5864624	-
Chr4	4549022	4549307	+
Chr4	5012473	5013612	-
Chr4	5879220	5881931	-
Chr4	3736029	3742064	-
Chr4	4881734	4882025	-
Chr4	2886333	2888605	+
Chr4	7800629	7800666	+
Chr4	1101098	1101278	+
Chr4	18533643	18533706	-
Chr4	3233383	3234587	-
Chr4	5186506	5186613	+
Chr4	7028335	7028429	-
Chr4	7383089	7384294	-
Chr4	7969146	7969438	-
Chr4	4216256	4217459	-
Chr4	8612739	8613948	+
Chr4	6661987	6662174	+
Chr4	9048691	9048982	-
Chr4	9565522	9566734	-
Chr4	10530897	10531186	-
Chr4	3537291	3547183	-
Chr4	10648123	10649338	+
Chr4	11042317	11042606	-
Chr4	5735506	5735797	+
Chr4	5277530	5278745	+
Chr4	8173351	8173640	-
Chr4	2858765	2859261	+
Chr4	4543928	4544589	-
Chr4	2269455	2269744	-
Chr4	2608762	2609054	+
Chr4	2235064	2237772	-
Chr4	7780426	7781637	+
Chr4	9146067	9147273	+
Chr4	5110478	5110651	+
Chr4	5420845	5421137	+
Chr4	6028407	6028699	+
Chr4	4489997	4492706	+
Chr4	15922833	15924043	-
Chr4	2649464	2649755	+
Chr4	6827791	6828084	-
Chr4	3292576	3293552	-
Chr4	7388436	7388733	-
Chr4	5344168	5345366	-
Chr4	8625151	8625448	-
Chr4	6561713	6562012	+
Chr4	4596727	4597926	-
Chr4	4045319	4045616	-
Chr4	11035895	11035973	-
Chr4	2716943	2717240	-
Chr4	7190518	7190816	+
Chr4	14389821	14391017	-
Chr4	7101188	7101225	-
Chr4	1245644	1246841	+
Chr4	6046474	6046685	-
Chr4	5505091	5505391	+
Chr4	2878452	2884526	+
Chr4	7571552	7571823	-
Chr4	12561167	12561462	-
Chr4	9495064	9495149	-
Chr4	917633	917933	+
Chr4	2422383	2424145	+
Chr4	7926004	7926300	-
Chr4	4335932	4345859	+
Chr4	4487139	4487435	+
Chr4	6679838	6681040	-
Chr4	4862788	4863084	+
Chr4	10157185	10157479	-
Chr4	6242828	6244032	+
Chr4	2457938	2458003	+
Chr4	6984684	6984980	+
Chr4	5667848	5667871	+
Chr4	5979421	5979718	+
Chr4	3516780	3517984	+
Chr4	1823506	1823790	-
Chr4	6273404	6273620	-
Chr4	5407480	5407775	-
Chr4	3326929	3328131	+
Chr4	3843996	3844627	-
Chr4	4544590	4545793	+
Chr4	9441787	9441945	+
Chr4	2981853	2984575	-
Chr4	11867468	11867765	+
Chr4	3199827	3201028	-
Chr4	4109860	4110151	+
Chr4	6406458	6406521	+
Chr4	9190286	9190524	-
Chr4	9530641	9530924	+
Chr4	9960645	9960891	-
Chr4	7403813	7405044	+
Chr4	7823774	7824056	+
Chr4	214482	214764	+
Chr4	2310763	2313234	+
Chr4	4882586	4882851	-
Chr4	10652461	10653693	-
Chr4	1909808	1919523	+
Chr4	8769686	8769930	+
Chr4	5773032	5773315	+
Chr4	4406533	4407054	-
Chr4	5719395	5719677	-
Chr4	11191187	11191271	-
Chr4	10632487	10633716	+
Chr4	7866030	7866312	-
Chr4	6373891	6374172	-
Chr4	2052863	2054092	+
Chr4	4978834	4979117	+
Chr4	7581599	7582831	-
Chr4	11111694	11114359	-
Chr4	3484555	3484834	-
Chr4	8486715	8487954	+
Chr4	2268204	2268479	-
Chr4	6334444	6334719	-
Chr4	7313186	7313863	+
Chr4	697584	698822	-
Chr4	5546818	5549476	+
Chr4	6488517	6488794	+
Chr4	965825	965934	-
Chr4	9496123	9496399	-
Chr4	6157521	6159506	+
Chr4	3099972	3100251	+
Chr4	68735	69015	+
Chr4	7739179	7739457	-
Chr4	5549477	5550177	-
Chr4	3065199	3065483	+
Chr4	5016268	5017502	-
Chr4	10520306	10520779	+
Chr4	7169816	7170093	-
Chr4	10799316	10799595	+
Chr4	5333573	5333989	+
Chr4	2972655	2972796	-
Chr4	12947685	12948909	-
Chr4	4103691	4103974	-
Chr4	4029504	4029780	-
Chr4	604398	604685	-
Chr4	11123828	11123865	-
Chr4	3171000	3172254	+
Chr4	6651910	6654609	+
Chr4	7564070	7564124	+
Chr4	1866672	1867893	+
Chr4	1002009	1002295	-
Chr4	7524724	7525013	+
Chr4	1938192	1938479	-
Chr4	1618159	1624320	+
Chr4	5314201	5314491	+
Chr4	3184250	3185466	+
Chr4	4249807	4250067	-
Chr4	4904005	4904292	+
Chr4	5749983	5750273	+
Chr4	2916493	2919198	+
Chr4	2988324	2988466	+
Chr4	3531309	3531520	-
Chr4	6633528	6633791	-
Chr4	5356292	5357537	+
Chr4	3301251	3301527	-
Chr4	6030025	6030310	-
Chr4	8776653	8777878	+
Chr4	2990201	2990484	-
Chr4	4133099	4133382	-
Chr4	6283198	6284421	-
Chr4	2001189	2010958	+
Chr4	18567463	18567747	-
Chr4	15893	15964	+
Chr4	10747964	10749188	-
Chr4	5600278	5600519	+
Chr4	6935961	6937185	+
Chr4	1443562	1443828	+
Chr4	3322846	3325627	-
Chr4	5550178	5550213	-
Chr4	7799736	7799858	+
Chr4	16729212	16730433	+
Chr4	6684253	6685475	-
Chr4	9320299	9320585	+
Chr4	7594195	7594248	-
Chr4	272849	272883	-
Chr4	3291342	3292566	+
Chr4	5645109	5645247	-
Chr4	3858619	3860582	+
Chr4	1767202	1767377	-
Chr4	7764115	7764211	-
Chr4	6178395	6178442	+
Chr4	7623368	7623466	+
Chr4	3881223	3881321	+
Chr4	5839311	5839358	+
Chr4	7155935	7156033	+
Chr4	6209578	6209670	+
Chr4	1885300	1885355	-
Chr4	3675846	3675893	+
Chr4	6826007	6826054	+
Chr4	12739887	12739925	-
Chr4	9493210	9495063	+
Chr4	11288931	11288981	+
Chr4	13624431	13624506	+
Chr4	16021409	16021454	-
Chr4	4517208	4526924	-
Chr4	16103405	16103503	+
Chr4	2788435	2788482	+
Chr4	9575604	9575651	+
Chr4	8960413	8960508	-
Chr4	14025170	14025265	-
Chr4	2774758	2774805	+
Chr4	16863171	16865216	-
Chr4	2024307	2024362	+
Chr4	3119104	3119149	-
Chr4	3907360	3907454	-
Chr4	4485260	4485356	+
Chr4	6278977	6279022	-
Chr4	5292738	5292832	-
Chr4	4113930	4113978	+
Chr4	10269633	10271678	-
Chr4	5718643	5718711	-
Chr4	4422013	4422182	+
Chr4	1002296	1002343	+
Chr4	17776602	17776697	-
Chr4	15493236	15493333	+
Chr4	7635647	7635744	-
Chr4	489357	489454	+
Chr4	3204220	3206072	-
Chr4	3957022	3965575	-
Chr4	5416530	5416625	-
Chr4	672674	672769	-
Chr4	5221694	5221790	+
Chr4	5733655	5733699	+
Chr4	3294252	3294351	+
Chr4	1968035	1968088	+
Chr4	4892199	4892298	-
Chr4	5382038	5382062	+
Chr4	11372837	11372917	+
Chr4	3003856	3003899	-
Chr4	14389527	14389557	-
Chr4	2594949	2595049	+
Chr4	1595479	1595578	+
Chr4	698824	698869	+
Chr4	16445206	16445305	-
Chr4	1611122	1611166	+
Chr4	5247335	5247432	-
Chr4	6036484	6036503	+
Chr4	11683751	11683852	+
Chr4	15849767	15849866	-
Chr4	11206542	11206586	+
Chr4	12949725	12949746	-
Chr4	11027415	11027514	-
Chr4	6382201	6382260	-
Chr4	5478168	5478266	-
Chr4	6584486	6584535	+
Chr4	4139335	4139378	-
Chr4	12110818	12110878	+
Chr4	4790352	4790451	+
Chr4	7906968	7907014	+
Chr4	5317519	5317616	-
Chr4	9283370	9283467	-
Chr4	11082322	11082363	-
Chr4	1758929	1759026	-
Chr4	106202	106248	+
Chr4	9962864	9962964	+
Chr4	8749903	8749996	-
Chr4	4611188	4613040	+
Chr4	6538342	6538366	+
Chr4	8028438	8028536	-
Chr4	7137518	7137616	-
Chr4	4675374	4675420	+
Chr4	9797516	9797614	-
Chr4	4956517	4956560	-
Chr4	11970963	11971063	+
Chr4	2039996	2040096	+
Chr4	4146127	4148187	+
Chr4	5190859	5190958	-
Chr4	13355094	13355140	-
Chr4	8730520	8730549	+
Chr4	4994598	4994689	-
Chr4	9034551	9034600	+
Chr4	2318376	2320411	+
Chr4	5790311	5790403	+
Chr4	4903538	4903586	-
Chr4	4507886	4507977	-
Chr4	5875207	5875297	-
Chr4	5857910	5858000	-
Chr4	4199493	4199534	+
Chr4	15559112	15559161	+
Chr4	121566	121659	+
Chr4	2829368	2829411	+
Chr4	2790005	2790096	-
Chr4	6543926	6544017	-
Chr4	1280334	1280383	+
Chr4	8798588	8798681	+
Chr4	5837091	5837182	-
Chr4	3586823	3586870	-
Chr4	15610209	15610300	-
Chr4	12152769	12152859	-
Chr4	3074387	3076419	-
Chr4	111808	111831	+
Chr4	914508	914599	+
Chr4	915367	915456	-
Chr4	11974944	11974994	+
Chr4	2072038	2072129	+
Chr4	2364955	2365021	+
Chr4	17139750	17139798	-
Chr4	2626129	2626218	-
Chr4	6185126	6185174	-
Chr4	835969	836019	+
Chr4	377217	377306	-
Chr4	3373027	3373075	-
Chr4	7580913	7580961	-
Chr4	3324662	3324752	-
Chr4	2398705	2398797	+
Chr4	6123684	6123776	-
Chr4	9063903	9063995	+
Chr4	3621281	3621331	+
Chr4	5150972	5151062	-
Chr4	4949025	4949065	-
Chr4	3768073	3768130	-
Chr4	6109115	6109165	-
Chr4	1877126	1877146	-
Chr4	921215	921309	+
Chr4	5309060	5309156	+
Chr4	3604906	3606762	+
Chr4	17608539	17608635	+
Chr4	2170718	2170813	+
Chr4	6992609	6992628	-
Chr4	4910277	4910373	+
Chr4	2734919	2735014	+
Chr4	2261711	2261804	-
Chr4	3499666	3499712	-
Chr4	4446855	4448711	+
Chr4	4937436	4937532	+
Chr4	8740738	8740774	+
Chr4	9761769	9763813	-
Chr4	2023788	2023818	+
Chr4	5167881	5167927	-
Chr4	5681671	5681765	-
Chr4	4942274	4942305	+
Chr4	559604	559652	+
Chr4	9522549	9522643	-
Chr4	3349188	3349281	-
Chr4	4715657	4715752	+
Chr4	5294224	5294270	-
Chr4	9085921	9085975	+
Chr4	3374813	3376091	+
Chr4	3772118	3772167	+
Chr4	14293647	14293741	+
Chr4	645876	645970	+
Chr4	5617957	5618006	+
Chr4	410106	410200	+
Chr4	3364951	3364997	-
Chr4	8811407	8811502	+
Chr4	7909632	7909652	-
Chr4	6376541	6376566	-
Chr4	1620998	1621047	+
Chr4	9598511	9598606	+
Chr4	6312784	6312877	-
Chr4	2661520	2661569	+
Chr4	1141750	1141821	-
Chr4	314321	314368	+
Chr4	2845503	2845598	+
Chr4	7231821	7231916	+
Chr4	6895542	6895635	-
Chr4	1930926	1930969	+
Chr4	2613118	2613217	-
Chr4	1660836	1660935	-
Chr4	6064137	6064176	+
Chr4	8907133	8907236	-
Chr4	9188608	9188718	-
Chr4	4238318	4238355	-
Chr4	1866609	1866671	-
Chr4	8767589	8769685	+
Chr4	3299632	3299671	+
Chr4	10272476	10272587	+
Chr4	11735746	11735857	+
Chr4	10747908	10747963	-
Chr4	6753614	6753673	-
Chr4	7844590	7844702	+
Chr4	8728291	8728399	-
Chr4	132457	132494	-
Chr4	8839868	8839978	-
Chr4	1184977	1185087	-
Chr4	5550214	5550253	+
Chr4	5851681	5851793	+
Chr4	11114875	11114914	+
Chr4	7905132	7905241	-
Chr4	2971967	2972004	-
Chr4	13520679	13520790	+
Chr4	438240	438350	+
Chr4	6394550	6394590	+
Chr4	5166542	5166615	+
Chr4	3606763	3606797	+
Chr4	5178929	5180759	-
Chr4	11362913	11362962	+
Chr4	9727678	9727705	-
Chr4	8066152	8066261	+
Chr4	9523967	9524007	+
Chr4	11374781	11374889	-
Chr4	10631136	10631246	+
Chr4	2543034	2543145	+
Chr4	8109154	8109192	-
Chr4	2286691	2288784	-
Chr4	2845463	2845502	+
Chr4	999917	1002008	-
Chr4	7419009	7419119	+
Chr4	2082910	2082950	+
Chr4	15924044	15924082	-
Chr4	10287177	10287287	+
Chr4	2342413	2342453	+
Chr4	3885983	3886008	+
Chr4	1306289	1306325	-
Chr4	6919564	6919599	-
Chr4	712859	712972	-
Chr4	4947659	4947738	-
Chr4	5728111	5728146	-
Chr4	5353400	5353447	+
Chr4	9988489	9988582	+
Chr4	2689458	2689495	+
Chr4	13736277	13736390	-
Chr4	2378507	2378619	-
Chr4	8306186	8306299	-
Chr4	6993930	6994045	+
Chr4	468705	468741	+
Chr4	3191782	3193883	+
Chr4	16548197	16548232	-
Chr4	1366188	1366282	+
Chr4	2802583	2802625	+
Chr4	7556123	7556160	+
Chr4	18572933	18573049	+
Chr4	9194385	9194422	+
Chr4	3145517	3145629	-
Chr4	11097271	11097308	+
Chr4	3383504	3383618	+
Chr4	5221919	5224018	+
Chr4	2262152	2262188	-
Chr4	2849457	2849570	+
Chr4	3818466	3818578	+
Chr4	2073196	2073232	-
Chr4	9798330	9798441	-
Chr4	7595132	7595242	-
Chr4	6008492	6008604	+
Chr4	2527450	2527488	+
Chr4	4696183	4696296	+
Chr4	3771629	3771740	-
